team,player_name,player_id,position,event_name,count_event,count_event_neighbor,puntos_total,minutes_played,cluster,rol,percentile_position,percentile_role,primary_position,primary_role,market_value_mill
Demo Club Atlántico,Player_016,900016,CF,Turnover,26,7,4.0227,660.0,3,Target Man,63.245459909248844,96.89009151280618,CF,Target Man,34.09
Demo Club Sur,Player_017,900017,FB,Pass,26,10,1.8801,1484.0,2,Inverted Wing Back,34.89174743884935,66.91105681608855,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Long ball,9,3,0.6368,1484.0,2,Inverted Wing Back,48.38294490132337,44.584464364708964,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Wide ball,47,12,3.2143,1484.0,2,Inverted Wing Back,97.64932099146719,82.8458659665881,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Through ball,7,3,0.5155,1484.0,2,Inverted Wing Back,33.31580086857992,20.926501692417148,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Progressive pass,35,11,2.4562,1484.0,2,Inverted Wing Back,43.96871038239584,62.439760549091716,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Key pass,10,9,0.8794,1484.0,2,Inverted Wing Back,31.81497050757382,24.969291673671346,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Take on,25,10,1.8194,1484.0,2,Inverted Wing Back,87.02648295598391,60.33446101519959,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Foul commit,9,6,0.7278,1484.0,2,Inverted Wing Back,54.97642147992603,36.59576755130667,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Foul Won,13,7,1.0007,1484.0,2,Inverted Wing Back,23.96336543077041,27.59790750198899,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Tackle,33,10,2.3046,1484.0,2,Inverted Wing Back,70.15954154197087,61.667053646998966,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Defensive reading,25,7,1.7284,1484.0,2,Inverted Wing Back,45.4636810046735,51.05880581251655,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Clearance,11,5,0.8187,1484.0,2,Inverted Wing Back,49.46722833433165,42.044065257563624,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Shot,15,11,1.2433,1484.0,2,Inverted Wing Back,51.01768954438404,44.448359286506225,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Aerial,8,8,0.7278,1484.0,2,Inverted Wing Back,14.841951896922893,49.84881001767295,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Ball recovery,22,8,1.5768,1484.0,2,Inverted Wing Back,72.9344130666553,54.557858265903064,FB,Inverted Wing Back,13.51
Demo Club Sur,Player_017,900017,FB,Turnover,9,5,0.6974,1484.0,2,Inverted Wing Back,52.525749176150455,35.73713536720332,FB,Inverted Wing Back,13.51
Demo Club Interior,Player_018,900018,CMF,Pass,58,23,8.1023,772.0,3,Box-to-box Midfielder,85.7862396004736,46.41507921052014,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Long ball,14,7,2.0402,772.0,3,Box-to-box Midfielder,64.91295575844691,34.20609197039665,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Wide ball,7,8,1.2824,772.0,3,Box-to-box Midfielder,58.594824640614405,51.29237223260369,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Through ball,26,13,3.7889,772.0,3,Box-to-box Midfielder,70.0176999070152,46.35054908684486,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Progressive pass,34,12,4.6632,772.0,3,Box-to-box Midfielder,61.92334897139877,30.658696729901443,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Key pass,20,15,3.206,772.0,3,Box-to-box Midfielder,59.219881840324895,89.24067579849341,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Take on,11,5,1.5738,772.0,3,Box-to-box Midfielder,22.563303903919778,40.014397654040096,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Foul commit,8,5,1.2241,772.0,3,Box-to-box Midfielder,57.87874226434827,26.313727379223625,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Foul Won,19,5,2.5065,772.0,3,Box-to-box Midfielder,53.22994752429726,80.68836747054044,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Tackle,12,8,1.8653,772.0,3,Box-to-box Midfielder,17.050545767241093,27.549028710681107,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Defensive reading,5,7,0.9909,772.0,3,Box-to-box Midfielder,70.73168657587657,12.755700076126072,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Clearance,9,9,1.5738,772.0,3,Box-to-box Midfielder,70.58381095010222,50.262960265578435,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Shot,11,4,1.5155,772.0,3,Box-to-box Midfielder,49.8574862475525,57.37539863867524,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Aerial,7,2,0.9326,772.0,3,Box-to-box Midfielder,37.522515388537585,23.626031555903058,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Ball recovery,20,12,3.0311,772.0,3,Box-to-box Midfielder,73.9939627515941,90.78452296181553,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,CMF,Turnover,6,3,0.8744,772.0,3,Box-to-box Midfielder,27.69172950864308,29.751947538044263,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Pass,23,13,3.4391,772.0,2,Second Striker,48.11500037149149,58.55620589444383,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Long ball,11,5,1.5738,772.0,2,Second Striker,69.17181257657852,33.181029763329335,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Wide ball,8,11,1.5738,772.0,2,Second Striker,56.1444359179112,37.766642006155124,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Through ball,37,11,4.9547,772.0,2,Second Striker,85.4380353621181,74.28830141241532,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Progressive pass,15,7,2.1567,772.0,2,Second Striker,69.76551758702985,40.399519035327394,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Key pass,41,14,5.5959,772.0,2,Second Striker,91.3419192693084,39.52516305003881,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Take on,30,13,4.2552,772.0,2,Second Striker,44.579329387796406,44.43946706937438,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Foul commit,9,8,1.5155,772.0,2,Second Striker,34.71786631828632,78.85016836503223,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Foul Won,26,12,3.7306,772.0,2,Second Striker,51.40883973487496,51.228144029547195,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Tackle,5,6,0.9326,772.0,2,Second Striker,44.80377143995696,43.53505998146153,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Defensive reading,10,1,1.2241,772.0,2,Second Striker,13.865489492371676,54.75951612807067,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Clearance,14,8,2.0984,772.0,2,Second Striker,48.521119246406286,67.39193072013649,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Shot,36,18,5.2461,772.0,2,Second Striker,54.88318310600698,53.0158452176355,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Aerial,14,6,1.9819,772.0,2,Second Striker,30.43622240635959,33.674521227851244,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Ball recovery,16,6,2.215,772.0,2,Second Striker,28.4194849686997,34.34615747626363,CMF,Box-to-box Midfielder,8.32
Demo Club Interior,Player_018,900018,AMF,Turnover,9,6,1.399,772.0,2,Second Striker,53.29774085512692,41.14485083397475,CMF,Box-to-box Midfielder,8.32
Demo Club Norte,Player_019,900019,WF,Pass,11,4,0.7612,1537.0,1,Inside Forward,23.0340605346666,55.75211174847491,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Long ball,17,9,1.2589,1537.0,1,Inside Forward,17.575638279589246,47.487514441635916,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Wide ball,35,13,2.4301,1537.0,1,Inside Forward,79.31448832625442,40.22961839375909,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Through ball,9,5,0.6734,1537.0,1,Inside Forward,27.3853468019563,17.071034741966336,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Progressive pass,32,17,2.3715,1537.0,1,Inside Forward,100.0,85.78193240552204,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Key pass,25,9,1.7274,1537.0,1,Inside Forward,49.001205170452295,8.853516186356615,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Take on,24,26,2.1666,1537.0,1,Inside Forward,76.58486540315991,100.0,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Foul commit,14,2,0.8783,1537.0,1,Inside Forward,28.133227237647407,31.309459450140423,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Foul Won,14,12,1.1711,1537.0,1,Inside Forward,34.30518339534861,51.76117872219587,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Tackle,13,7,0.9662,1537.0,1,Inside Forward,15.317702887996205,45.87280969072551,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Defensive reading,16,4,1.054,1537.0,1,Inside Forward,19.01618956084346,23.81352467396464,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Clearance,14,3,0.9076,1537.0,1,Inside Forward,54.03571685113279,31.4754544318139,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Shot,33,18,2.4593,1537.0,1,Inside Forward,56.06810608632461,39.17272066290299,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Aerial,10,7,0.7905,1537.0,1,Inside Forward,23.385692408011217,22.13388315836002,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Ball recovery,13,5,0.9076,1537.0,1,Inside Forward,66.977888508956,7.45860847223625,WF,Inside Forward,13.48
Demo Club Norte,Player_019,900019,WF,Turnover,14,4,0.9369,1537.0,1,Inside Forward,32.73758479721202,57.47293751148702,WF,Inside Forward,13.48
Demo Club Capital,Player_020,900020,FB,Pass,22,15,0.8381,3168.0,3,Full Back,72.97028223135538,69.70175883506563,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Long ball,13,8,0.483,3168.0,3,Full Back,23.85485256431451,42.07950966868815,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Wide ball,35,18,1.25,3168.0,3,Full Back,67.53923893410739,75.03774654025985,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Through ball,15,7,0.5256,3168.0,3,Full Back,5.439453416775471,27.951876513851268,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Progressive pass,31,20,1.1648,3168.0,3,Full Back,92.69345995090964,40.38128968843348,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Key pass,11,5,0.3835,3168.0,3,Full Back,48.360518560147185,45.483814730620026,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Take on,28,10,0.9375,3168.0,3,Full Back,49.723818982937225,73.28186822894918,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Foul commit,12,7,0.4403,3168.0,3,Full Back,45.78208888469744,22.263441451067674,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Foul Won,10,4,0.3409,3168.0,3,Full Back,45.77666763638716,25.320647617670744,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Tackle,24,8,0.7955,3168.0,3,Full Back,65.94050078820244,73.4684566195286,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Defensive reading,19,12,0.7102,3168.0,3,Full Back,53.84099890585767,24.70463961559287,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Clearance,9,7,0.3551,3168.0,3,Full Back,31.201193966891942,75.3738966399601,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Shot,21,10,0.7386,3168.0,3,Full Back,56.8799094825252,72.1224969812901,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Aerial,11,9,0.4403,3168.0,3,Full Back,34.16017613258382,56.6805028371152,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Ball recovery,36,12,1.1932,3168.0,3,Full Back,27.200796537504758,45.18675899078015,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,FB,Turnover,17,4,0.5398,3168.0,3,Full Back,51.03045456908329,50.6799417723862,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Pass,33,14,1.1364,3168.0,2,Ball Winning Midfielder,73.62993117893181,67.09600040420207,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Long ball,19,5,0.6108,3168.0,2,Ball Winning Midfielder,57.02030349558104,63.47319057128091,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Wide ball,16,7,0.554,3168.0,2,Ball Winning Midfielder,48.53298710985308,53.216218846782105,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Through ball,7,5,0.2699,3168.0,2,Ball Winning Midfielder,53.20285563121509,30.025583063218967,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Progressive pass,18,18,0.767,3168.0,2,Ball Winning Midfielder,93.717715095638,34.452844453187176,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Key pass,4,4,0.1705,3168.0,2,Ball Winning Midfielder,35.90532388759208,34.937112076879245,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Take on,11,5,0.3835,3168.0,2,Ball Winning Midfielder,40.38317443542153,40.890099526913275,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Foul commit,20,7,0.6676,3168.0,2,Ball Winning Midfielder,31.351311217969332,62.67036455970077,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Foul Won,8,5,0.2983,3168.0,2,Ball Winning Midfielder,28.821092048791627,48.341120991219924,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Tackle,32,17,1.1506,3168.0,2,Ball Winning Midfielder,52.52764186806527,74.53090891640105,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Defensive reading,36,12,1.1932,3168.0,2,Ball Winning Midfielder,69.21101131309943,36.76974569722147,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Clearance,7,9,0.3267,3168.0,2,Ball Winning Midfielder,45.50253983057366,27.6274916715698,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Shot,11,5,0.3835,3168.0,2,Ball Winning Midfielder,3.137491938205784,12.457979697161754,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Aerial,19,6,0.625,3168.0,2,Ball Winning Midfielder,51.16671914758301,54.484936158330434,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Ball recovery,29,31,1.2642,3168.0,2,Ball Winning Midfielder,100.0,47.19558752120901,FB,Full Back,25.25
Demo Club Capital,Player_020,900020,DMF,Turnover,14,8,0.5114,3168.0,2,Ball Winning Midfielder,40.535657561795595,41.18721930891578,FB,Full Back,25.25
Demo Club Mediterráneo,Player_021,900021,CB,Pass,26,9,1.2449,2205.0,2,Ball Playing Defender,58.563420495571506,29.670463664816907,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Long ball,17,8,0.8571,2205.0,2,Ball Playing Defender,51.57711993009853,38.92402642001921,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Wide ball,15,9,0.7959,2205.0,2,Ball Playing Defender,47.52319573118604,58.29013939664027,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Through ball,9,5,0.4694,2205.0,2,Ball Playing Defender,38.72900163199175,66.93586410903987,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Progressive pass,8,4,0.4082,2205.0,2,Ball Playing Defender,46.35325885664652,7.968202374960256,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Key pass,20,3,0.8776,2205.0,2,Ball Playing Defender,36.33627264772362,48.042973463218196,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Take on,15,6,0.7347,2205.0,2,Ball Playing Defender,53.58284192448465,59.79178958804207,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Foul commit,8,4,0.4082,2205.0,2,Ball Playing Defender,66.49553051671376,45.01139202934254,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Foul Won,12,4,0.5714,2205.0,2,Ball Playing Defender,7.663760294169073,54.48232860476938,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Tackle,28,18,1.5102,2205.0,2,Ball Playing Defender,88.31195973558455,61.50300849615984,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Defensive reading,30,17,1.5714,2205.0,2,Ball Playing Defender,83.73665159932148,64.67537725805323,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Clearance,37,22,1.9592,2205.0,2,Ball Playing Defender,96.2062027769606,97.63693439004409,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Shot,7,6,0.4082,2205.0,2,Ball Playing Defender,38.03592171985772,17.519686672458047,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Aerial,34,18,1.7551,2205.0,2,Ball Playing Defender,77.05365924827184,66.33393132033589,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Ball recovery,28,10,1.3469,2205.0,2,Ball Playing Defender,56.842817938076024,54.14164996632782,CB,Ball Playing Defender,2.46
Demo Club Mediterráneo,Player_021,900021,CB,Turnover,8,8,0.4898,2205.0,2,Ball Playing Defender,19.63776634514872,36.91196600764567,CB,Ball Playing Defender,2.46
Demo Club Atlántico,Player_022,900022,FB,Pass,27,12,3.769,788.0,2,Inverted Wing Back,42.63454395711155,53.99938379962788,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Long ball,5,6,0.9137,788.0,2,Inverted Wing Back,18.273555967779394,64.40341452451256,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Wide ball,35,18,5.0254,788.0,2,Inverted Wing Back,87.61634442005044,73.73576680471051,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Through ball,16,6,2.1701,788.0,2,Inverted Wing Back,53.926294641088134,27.76033987047729,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Progressive pass,31,18,4.5685,788.0,2,Inverted Wing Back,87.66038438085201,61.55960976584223,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Key pass,12,9,1.8845,788.0,2,Inverted Wing Back,9.517494855271053,35.02509208904503,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Take on,19,12,2.8553,788.0,2,Inverted Wing Back,35.55074773454416,52.797174815964276,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Foul commit,12,9,1.8845,788.0,2,Inverted Wing Back,36.30437773537641,25.07558251556194,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Foul Won,16,4,2.0558,788.0,2,Inverted Wing Back,42.33542289451639,59.792509947886636,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Tackle,23,12,3.3122,788.0,2,Inverted Wing Back,34.300359879851925,60.333568178853156,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Defensive reading,21,10,2.9695,788.0,2,Inverted Wing Back,32.76465774586636,56.96087221508956,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Clearance,9,9,1.5419,788.0,2,Inverted Wing Back,58.3689426339627,83.23180802351604,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Shot,15,1,1.7703,788.0,2,Inverted Wing Back,29.171071035307797,33.32757520236512,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Aerial,10,6,1.4848,788.0,2,Inverted Wing Back,56.81574909078877,29.156620074631363,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Ball recovery,23,13,3.3693,788.0,2,Inverted Wing Back,94.45635546365025,63.38644183916506,FB,Inverted Wing Back,1.39
Demo Club Atlántico,Player_022,900022,FB,Turnover,10,3,1.3135,788.0,2,Inverted Wing Back,49.112031791956916,40.79730365681528,FB,Inverted Wing Back,1.39
Demo Club Sur,Player_023,900023,AMF,Pass,23,18,1.7778,1620.0,1,Advanced Playmaker,73.00044506516282,88.71049295674158,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Long ball,10,6,0.7222,1620.0,1,Advanced Playmaker,47.92084874037699,24.388659179679095,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Wide ball,10,6,0.7222,1620.0,1,Advanced Playmaker,22.481119167049037,48.64400013789735,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Through ball,32,18,2.2778,1620.0,1,Advanced Playmaker,77.03437155607871,100.0,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Progressive pass,8,11,0.75,1620.0,1,Advanced Playmaker,58.51784735763154,27.07648100529637,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Key pass,48,22,3.2778,1620.0,1,Advanced Playmaker,73.97785658442574,60.9355092276503,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Take on,25,7,1.5833,1620.0,1,Advanced Playmaker,88.64093435186254,50.26702598342735,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Foul commit,13,5,0.8611,1620.0,1,Advanced Playmaker,18.921974534807593,44.85196719720357,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Foul Won,28,15,1.9722,1620.0,1,Advanced Playmaker,20.654597321550057,54.200951940902435,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Tackle,13,6,0.8889,1620.0,1,Advanced Playmaker,27.6529688673385,38.60634242789345,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Defensive reading,18,4,1.1111,1620.0,1,Advanced Playmaker,38.2840025454904,55.38196287706055,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Clearance,17,5,1.0833,1620.0,1,Advanced Playmaker,40.74019544887857,45.84734506379952,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Shot,16,14,1.2778,1620.0,1,Advanced Playmaker,28.075103813697766,49.677057776951095,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Aerial,12,5,0.8056,1620.0,1,Advanced Playmaker,19.79558271006572,43.221068558332085,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Ball recovery,6,2,0.3889,1620.0,1,Advanced Playmaker,23.796191705994747,52.71754417210917,AMF,Advanced Playmaker,2.69
Demo Club Sur,Player_023,900023,AMF,Turnover,9,10,0.7778,1620.0,1,Advanced Playmaker,32.7592577993622,66.23808266109836,AMF,Advanced Playmaker,2.69
Demo Club Interior,Player_024,900024,FB,Pass,18,10,0.8357,2477.0,3,Full Back,53.89750667745059,51.881295479631426,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Long ball,12,5,0.5268,2477.0,3,Full Back,24.83127859509903,31.37692861966803,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Wide ball,46,20,2.0347,2477.0,3,Full Back,57.77718366490777,71.39782816408605,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Through ball,13,5,0.5632,2477.0,3,Full Back,64.04798366832512,52.65029816999966,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Progressive pass,43,18,1.8894,2477.0,3,Full Back,53.92360569155281,34.972347206913135,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Key pass,9,7,0.4542,2477.0,3,Full Back,30.26872721389745,42.34703752469217,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Take on,27,12,1.199,2477.0,3,Full Back,70.22704214484686,36.32889903685391,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Foul commit,9,4,0.3997,2477.0,3,Full Back,27.061430051079174,44.04351504456924,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Foul Won,10,3,0.4178,2477.0,3,Full Back,15.14508564941979,61.601194038945245,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Tackle,20,14,0.981,2477.0,3,Full Back,75.18552043131521,72.6764804143483,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Defensive reading,20,9,0.8902,2477.0,3,Full Back,60.258138978863514,68.9445993623454,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Clearance,15,10,0.7267,2477.0,3,Full Back,42.614003690255586,56.94984542438946,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Shot,8,6,0.3997,2477.0,3,Full Back,28.212562679160985,59.023101648011675,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Aerial,11,6,0.5087,2477.0,3,Full Back,55.222963843854004,45.12457402065274,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Ball recovery,29,10,1.2354,2477.0,3,Full Back,62.93377330858125,60.63670752944774,FB,Full Back,1.25
Demo Club Interior,Player_024,900024,FB,Turnover,10,7,0.4905,2477.0,3,Full Back,24.919870081360514,19.6641325251237,FB,Full Back,1.25
Demo Club Norte,Player_025,900025,CF,Pass,21,9,2.5248,909.0,3,Target Man,57.788468625397556,12.37646860525782,CF,Target Man,1.57
Demo Club Norte,Player_025,900025,CF,Long ball,11,8,1.4851,909.0,3,Target Man,16.286595859992666,79.49919870529197,CF,Target Man,1.57
Demo Club Norte,Player_025,900025,CF,Wide ball,7,5,0.9406,909.0,3,Target Man,73.18953763034729,54.329347222571954,CF,Target Man,1.57
Demo Club Norte,Player_025,900025,CF,Through ball,12,5,1.4356,909.0,3,Target Man,27.78630758156464,91.58618047978786,CF,Target Man,1.57
Demo Club Norte,Player_025,900025,CF,Progressive pass,9,5,1.1386,909.0,3,Target Man,60.272579695611384,31.789335123491234,CF,Target Man,1.57
Demo Club Norte,Player_025,900025,CF,Key pass,11,6,1.3861,909.0,3,Target Man,44.39043318479341,35.63880494072779,CF,Target Man,1.57
Demo Club Norte,Player_025,900025,CF,Take on,16,14,2.2772,909.0,3,Target Man,72.33225411106127,49.072322705809825,CF,Target Man,1.57
Demo Club Norte,Player_025,900025,CF,Foul commit,12,7,1.5347,909.0,3,Target Man,12.379524812867032,16.59115714196719,CF,Target Man,1.57
