player_id,foot,height,weight,market_value_eur,contract_years,age,rank,country_group,team_group_model,team_points_1a,minutes_2324,minutes_variation,risk_load_excess,risk_hist_excess,primary_position,primary_position_share,secondary_position,secondary_position_share,n_posiciones,versatilidad_posicional,perfil_posicional,linea_principal,linea_secundaria,primary_role,secondary_role,secondary_role_position,polivalencia_global,player_name,team,offensive_impact,expected_offensive_impact,xg90,xa90,npg_minus_xg90,shots_on_target90,shot_quality,goal_conversion,finishing_ratio,box_threat,remates90,goles90,creativity_index,assist_chain90,chance_creation,assist_involvement,movement_threat,key_passes90,assist90,passes_completed90,forward_passes_completed90,long_passes_completed90,final_third_passes_completed90,deep_passes_completed90,progressive_passes_completed90,progressive_passing_ratio,verticality,final_third_ratio,progressive_passes90,progression_index,progression_eff,deep_progression,box_progression,dribbles_completed90,attacking_duels_won90,offensive_duel_proxy,penetration,involvement,centrality,box_presence,foul_draw_rate,crosses_completed90,crossing_threat,defensive_duels_won90,aerial_duels_won90,def_activity,discipline_penalty,clean_defense,def_activity_per_foul,defensive_impact,defense_global,area_raw,ataque_score_posicion_principal,creacion_score_posicion_principal,pase_score_posicion_principal,progresion_regate_score_posicion_principal,participacion_score_posicion_principal,defensa_score_posicion_principal,ataque_score_rol_principal,creacion_score_rol_principal,pase_score_rol_principal,progresion_regate_score_rol_principal,participacion_score_rol_principal,defensa_score_rol_principal
900030,izquierdo,175,73,3790000.0,1.0,29,48.0,Europa resto,descenso,28,798,-27,0.001390364376682148,0.0,CB,0.941,,,1,0.12,especialista,DEF,,Sweeper,,,baja,Player_030,Demo Club Interior,0.311,0.281,0.165,0.125,-0.041,0.576,0.093,0.07,0.577,0.095,1.782,0.124,-0.082,0.866,0.21,0.136,0.153,0.852,0.116,24.853,13.602,8.277,4.797,1.692,4.325,0.174,0.547,0.121,4.54,0.342,0.368,0.502,0.149,0.196,0.326,0.641,0.134,0.08,0.797,0.109,0.361,0.765,0.0,4.654,4.491,1.533,0.265,0.878,0.465,1.11,1.484,0.638,52.096938405006355,45.08185894895354,61.91780943640503,42.9220679811731,33.016799302717985,77.5587850522108,7.905610374422544,56.652895630842295,38.13353396438784,49.44975592285877,56.44207692817615,49.75571192200627
900031,ambidiestro,180,80,23490000.0,0.5,22,37.0,Argentina,champions,82,853,664,0.0009239207734695132,0.040172835004880114,DMF,0.83,CB,0.208,2,0.209,polivalente,MID,DEF,Deep Lying Playmaker,Sweeper,CB,media,Player_031,Demo Club Norte,0.007,0.432,0.307,0.137,0.043,0.792,0.164,0.187,0.98,0.263,1.87,0.35,0.742,1.521,0.415,0.56,0.372,0.803,0.103,58.287,15.783,12.629,6.453,4.549,5.436,0.093,0.271,0.1,5.629,0.854,1.189,0.983,0.911,1.351,1.671,1.035,1.138,1.529,0.865,0.301,1.434,0.289,0.13,5.695,4.48,1.326,0.066,0.978,1.134,1.231,1.157,0.476,39.39309252057228,52.43270782173634,40.38209420138082,44.601528509770795,63.32852290310491,84.36324353882384,35.90174941123724,55.83702812965369,45.1688095356853,84.925764993943,91.05194051512021,55.80281320635408
900032,izquierdo,174,64,6570000.0,4.0,33,54.0,Europa top occidental,europa,66,987,674,0.0005396796395071345,0.0,CF,0.948,,,1,0.058,especialista,ATT,,Poacher,,,baja,Player_032,Demo Club Capital,1.334,1.216,0.29,0.085,-0.05,1.524,0.089,0.074,0.706,1.612,3.263,0.24,0.298,1.663,0.619,0.431,1.611,0.992,0.082,47.922,13.243,4.033,0.695,3.297,4.857,0.101,0.276,0.129,4.944,0.522,0.465,0.324,0.321,0.841,1.053,0.4,0.557,1.139,0.668,0.433,0.686,0.18,0.121,2.32,5.48,0.41,0.304,0.133,0.247,0.042,0.341,0.619,93.57590399758402,45.09391734765903,46.92407886508855,28.09019648177142,51.36545205272255,23.588427075227568,82.26746213082258,54.95105297556982,47.770660889201444,22.060650616790355,25.468246701855765,36.180584450168645
900033,ambidiestro,187,64,2580000.0,2.0,25,77.0,Portugal,media_tabla,48,3113,1043,0.0011919037509074935,0.0,WF,0.888,FB,0.23,2,0.099,polivalente,ATT,DEF,Wide Playmaker,Inverted Wing Back,FB,media,Player_033,Demo Club Mediterráneo,1.36,1.083,0.336,0.163,-0.073,1.307,0.128,0.1,0.681,0.823,2.619,0.263,1.367,2.559,0.825,1.165,1.52,1.908,0.068,56.229,15.774,5.311,11.603,4.959,7.033,0.125,0.281,0.174,6.898,1.166,0.725,1.451,1.109,2.986,3.104,0.909,0.826,0.524,0.757,0.506,1.728,1.465,1.325,2.343,0.702,0.686,0.224,0.217,0.129,0.549,0.201,0.83,54.58831777556593,71.0426652656993,0.0,67.20477757335968,40.39993248151036,61.55088273939859,47.936775538680905,69.33252008928068,25.65129371571505,33.8427574370927,62.84010579502209,59.96784519377621
900034,derecho,175,62,10210000.0,2.0,27,68.0,Sudamérica exportadora,baja_tabla,41,2127,1093,0.002550156264616793,0.03590447029574584,WF,0.727,FB,0.28,2,0.091,polivalente,ATT,DEF,Wide Playmaker,Full Back,FB,alta,Player_034,Demo Club Atlántico,0.898,1.306,0.435,0.14,0.084,1.633,0.141,0.168,1.07,1.587,3.088,0.519,1.041,3.195,0.928,1.355,1.04,1.399,0.068,43.896,14.017,8.536,9.978,3.572,6.541,0.149,0.319,0.223,7.0,1.322,1.11,0.796,1.613,2.644,2.255,1.093,1.511,0.666,0.53,0.498,1.282,1.737,1.283,3.101,1.026,0.362,0.01,0.367,0.131,0.4,0.102,1.003,58.43899182225446,59.32546589559566,37.564047275533866,59.80380343685306,47.704692550152345,33.19724385235306,76.22083144512864,59.15761661498803,46.23809564321092,35.92056670904675,42.673219563269704,16.68987242874382
900035,ambidiestro,171,79,760000.0,2.5,34,84.0,Sudamérica exportadora,descenso,26,1354,-877,0.004421408712797614,0.004146186577926647,CB,0.993,,,1,0.131,principal_clara,DEF,,Ball Playing Defender,,,baja,Player_035,Demo Club Sur,0.1,0.178,0.08,0.117,0.003,0.431,0.093,0.096,0.638,0.029,0.861,0.083,-0.132,0.716,0.433,0.319,0.309,0.899,0.108,36.019,18.11,10.728,3.094,0.0,5.714,0.159,0.503,0.083,6.266,0.18,0.267,0.441,0.207,0.931,1.551,0.432,0.22,0.253,0.337,0.22,0.52,0.635,0.262,5.087,4.082,1.152,0.133,0.984,0.693,1.19,1.404,0.937,55.58208680560983,47.62243551001454,61.908893644613315,26.091777132024298,45.887127112722666,50.99011281191855,41.320780049619344,37.68896708733662,53.24753599669925,75.36024535812234,55.53647865250366,57.42406015394129
900036,ambidiestro,178,89,3010000.0,3.0,31,28.0,Norte de África,champions,82,788,-249,0.0014102011716313442,0.0,CF,0.979,,,1,0.082,principal_clara,ATT,,Mobile Striker,,,baja,Player_036,Demo Club Interior,1.125,1.381,0.369,0.15,0.116,1.05,0.112,0.147,1.158,1.616,3.292,0.485,0.586,1.989,0.606,0.58,1.542,1.109,0.076,43.043,13.219,10.812,4.658,3.756,5.05,0.117,0.307,0.144,5.568,0.514,0.82,0.183,0.629,0.256,0.355,0.721,0.581,0.234,0.397,1.273,0.686,0.347,0.054,2.06,3.968,0.217,0.195,0.129,0.1,0.097,0.202,1.061,72.56318807384969,54.89272235292897,35.79307547023167,42.136228312568285,84.03736028204347,31.680954857846324,56.05768249398933,65.72844066812283,26.888433334701304,56.312647158462966,67.90130802589503,40.667826925860446
900037,izquierdo,180,85,6890000.0,0.5,24,18.0,Portugal,europa,65,2124,1132,0.0021851221605522432,0.019312627663577886,WF,0.806,CF,0.268,2,0.555,polivalente,ATT,ATT,Winger,Target Man,CF,media,Player_037,Demo Club Norte,1.224,1.389,0.355,0.294,0.003,1.345,0.094,0.095,0.884,0.435,3.764,0.358,1.333,2.572,1.199,1.01,0.859,1.45,0.282,52.168,20.813,10.282,8.849,2.332,7.113,0.136,0.399,0.188,7.526,1.475,1.024,0.709,1.554,3.116,4.766,1.251,0.697,0.99,0.875,1.566,1.981,1.633,1.877,1.588,0.132,0.439,0.162,0.387,0.385,0.369,0.366,0.502,35.63004085698339,18.668922537888648,56.43896924590859,65.26601806950957,34.880650725703354,54.200347702837824,38.94838485495862,39.18258839914859,62.83273058245502,66.01605672936317,41.36154618800967,48.98939162004993
900038,ambidiestro,193,74,9940000.0,3.0,29,45.0,Norte de África,media_tabla,51,1107,542,0.0026710689169926853,0.0,CMF,0.851,,,1,0.105,principal_clara,MID,,Holding Midfielder,,,baja,Player_038,Demo Club Capital,0.769,0.763,0.248,0.185,0.074,0.539,0.126,0.163,1.081,0.89,1.976,0.322,1.114,1.448,0.649,0.569,0.617,1.606,0.169,48.766,25.401,12.136,9.434,3.632,7.331,0.15,0.521,0.193,8.394,1.188,1.028,1.443,0.848,1.007,1.768,0.843,1.491,1.545,0.775,0.182,1.215,0.0,0.0,4.959,3.615,0.498,0.263,0.369,0.687,1.108,1.23,0.912,31.54430350066449,51.73903944902805,64.14144060109123,34.386023911302956,71.78048021210505,25.1328573698184,52.178974667511724,61.60687925480463,66.500304280531,65.45003071623903,74.73529414017851,38.21743823157279
900039,derecho,172,84,1270000.0,2.5,30,79.0,Portugal,baja_tabla,43,921,-887,0.0004589214878587938,0.0,CB,0.978,,,1,0.104,especialista,DEF,,Stopper,,,baja,Player_039,Demo Club Mediterráneo,0.31,0.253,0.118,0.061,0.024,0.515,0.103,0.124,0.845,0.473,1.145,0.142,0.154,1.08,0.383,0.344,0.255,0.072,0.044,34.103,9.564,7.5,2.152,0.0,3.107,0.091,0.28,0.088,3.513,0.44,0.243,0.437,0.429,0.582,0.949,0.0,0.076,0.044,0.637,0.088,0.638,0.308,0.988,6.296,3.7,1.189,0.032,1.438,0.615,1.094,1.345,1.092,57.89016661042825,45.38956126930695,46.40731382259741,43.36273333838369,41.86471388930807,21.803748389937844,44.88308503917823,38.11263581828601,34.04819299130038,64.9113439110922,63.314524761576145,77.18915668704159
900040,ambidiestro,174,79,2230000.0,2.5,29,74.0,Europa top occidental,descenso,36,2229,-833,0.0005644683224113774,0.025366161740442594,AMF,0.693,CMF,0.181,2,0.34,polivalente,MID,MID,Advanced Playmaker,Holding Midfielder,CMF,alta,Player_040,Demo Club Atlántico,1.089,1.187,0.325,0.202,0.048,0.82,0.11,0.126,0.995,1.229,2.967,0.373,1.517,2.958,0.997,0.841,0.872,1.936,0.107,45.529,21.418,9.511,7.31,4.401,8.615,0.189,0.47,0.242,9.507,0.815,1.109,0.821,0.908,2.385,4.103,0.853,1.171,1.116,0.561,0.459,0.958,0.914,0.0,3.27,2.409,0.392,0.19,0.347,0.156,0.384,0.183,0.213,67.11665788001646,44.57840259818214,72.5894070906019,76.08946458725809,96.5844725771415,56.101882752118954,55.24495907943175,64.60045817445369,46.37508026434935,55.07342896077516,54.246793070047765,11.523912142000448
900041,ambidiestro,196,77,750000.0,2.5,30,3.0,Sudamérica exportadora,champions,76,999,726,0.0052088207619528926,0.0,CB,0.877,,,1,0.113,especialista,DEF,,Ball Playing Defender,,,baja,Player_041,Demo Club Sur,-0.213,0.201,0.105,0.112,-0.028,0.516,0.087,0.064,0.497,0.0,1.212,0.077,0.307,0.325,0.307,0.267,0.28,0.74,0.122,53.084,14.868,9.275,0.252,1.046,4.685,0.088,0.28,0.057,4.726,0.216,0.33,0.385,0.336,0.08,0.15,0.134,0.253,0.641,0.702,0.345,0.535,0.0,0.0,7.018,5.221,1.246,0.264,0.637,0.788,1.601,1.112,1.313,30.57733239306662,24.36601970578844,43.956053886377,0.0,37.23920871780071,40.241566733746225,62.38798318439342,37.97938236973086,52.45104222064698,31.269506561280572,69.82698953646857,62.89213315662549
900042,derecho,173,67,4190000.0000000005,4.0,26,71.0,Francia,europa,62,1933,348,0.0013991752409041173,0.0,DMF,0.963,,,1,0.107,principal_clara,MID,,Deep Lying Playmaker,,,baja,Player_042,Demo Club Interior,0.064,0.352,0.0,0.05,0.0,0.632,0.0,0.0,0.0,0.201,1.766,0.0,0.779,0.538,0.568,0.62,0.307,0.88,0.033,68.606,20.659,11.3,5.314,2.16,5.821,0.085,0.301,0.085,6.065,1.092,1.054,1.251,0.746,0.989,1.848,0.333,0.454,1.267,0.601,0.466,0.855,1.022,0.15,4.897,4.952,0.956,0.159,0.677,0.499,1.511,1.469,1.484,68.34852964439244,71.68422150289055,46.281533569570286,38.83779454486687,42.837123392405466,39.380142942293865,21.336873895212488,53.70578732960864,56.77655474314727,63.39931158422657,65.36631327795546,44.183697021039606
900043,derecho,181,80,8420000.0,5.0,32,64.0,África subsahariana,media_tabla,46,2645,494,0.002056307512170448,0.0,DMF,0.986,,,1,0.091,principal_clara,MID,,Ball Winning Midfielder,,,baja,Player_043,Demo Club Norte,0.572,0.511,0.19,0.155,-0.006,0.535,0.129,0.125,0.767,0.103,1.471,0.184,0.718,2.655,1.162,0.778,0.549,0.596,0.121,63.417,23.653,6.603,9.547,2.768,5.494,0.087,0.373,0.091,5.902,1.019,0.829,1.149,1.062,0.56,0.704,0.35,1.03,1.156,0.806,0.44,1.321,0.109,0.305,5.774,2.912,1.26,0.323,0.528,0.364,1.068,1.641,0.673,58.00259984689115,55.062384939388856,52.008616491300764,41.90300431238604,67.65120505519879,60.761089406507125,34.624407544807895,30.709971630065205,71.96401817404637,66.82481988326694,46.938341249091586,68.40847610910068
900044,izquierdo,191,81,17810000.0,2.0,20,30.0,Europa resto,baja_tabla,39,744,1197,0.00021171323373175063,0.0,FB,0.861,DMF,0.19,2,0.472,polivalente,DEF,MID,Inverted Wing Back,Deep Lying Playmaker,DMF,media,Player_044,Demo Club Capital,0.494,0.47,0.0,0.114,0.0,1.331,0.0,0.0,0.0,0.733,2.802,0.0,0.822,1.543,0.979,0.252,0.333,0.778,0.069,55.889,19.088,8.336,6.241,4.124,6.418,0.115,0.342,0.097,6.877,1.121,0.519,1.038,0.215,2.395,2.023,1.058,1.337,0.965,0.753,0.457,1.34,2.085,0.853,5.195,4.866,0.79,0.328,0.459,1.21,1.195,0.854,0.27,56.071140201731026,40.276015457325805,61.460933338525216,34.14140620630697,17.374911768325653,59.74189932806463,45.00270142796816,29.555575239262204,52.85838348971791,54.70557436055855,54.55171271599264,64.55849212857721
900045,izquierdo,180,79,9270000.0,2.0,29,40.0,África subsahariana,descenso,26,2294,178,0.002601381639606661,0.0,WF,0.858,,,1,0.038,principal_clara,ATT,,Wide Playmaker,,,baja,Player_045,Demo Club Mediterráneo,1.229,1.156,0.291,0.167,0.008,0.979,0.083,0.085,0.877,1.308,3.507,0.299,0.718,1.586,1.3,0.855,0.695,1.127,0.129,45.566,11.42,7.027,3.446,4.329,6.999,0.154,0.251,0.215,7.379,1.419,1.623,1.291,0.667,2.243,3.219,1.281,1.18,1.068,0.793,0.772,1.625,3.273,1.276,3.842,1.985,0.325,0.096,0.192,0.245,0.529,0.231,1.47,46.01837793110819,75.16908114542514,42.68217206988513,51.99816984403678,42.880035397946926,39.23358470328728,77.46213565529676,69.21176213708588,39.70282280282544,47.46948573453632,34.05496516534881,28.691257851659728
900046,derecho,179,74,11420000.0,2.5,30,49.0,Argentina,champions,80,1558,645,0.003151310398383098,0.0,CMF,0.74,AMF,0.263,2,0.421,polivalente,MID,MID,Box-to-box Midfielder,Second Striker,AMF,alta,Player_046,Demo Club Atlántico,0.464,0.928,0.197,0.141,0.058,1.065,0.075,0.097,1.032,1.164,2.639,0.255,0.839,3.2,1.05,0.528,0.314,1.52,0.105,53.585,22.08,10.499,11.583,2.912,8.688,0.162,0.412,0.175,9.617,0.68,0.739,1.261,0.602,1.081,1.501,1.083,1.071,0.996,1.773,0.795,1.798,0.063,0.0,2.491,2.474,0.585,0.173,0.845,0.668,0.503,0.394,1.337,45.60967312385507,62.87310427091971,44.68136080083195,42.21626040486445,61.18427332627989,44.75358320462196,44.39279308371442,30.227519384646396,47.18513834424906,51.83088598822032,72.36364775873105,39.93110975962682
900047,izquierdo,172,63,3230000.0,5.0,23,83.0,Norte de África,europa,61,1661,-569,0.0016468470347675284,0.042253769666228624,CB,0.912,,,1,0.07,principal_clara,DEF,,Ball Playing Defender,,,baja,Player_047,Demo Club Sur,0.613,0.417,0.12,0.143,-0.031,0.586,0.106,0.078,0.524,0.0,1.135,0.089,0.23,1.967,0.722,0.171,0.289,0.421,0.091,27.306,9.551,7.564,5.525,0.0,2.914,0.107,0.35,0.11,3.288,0.204,0.165,0.15,0.186,1.007,1.362,0.436,0.462,0.337,0.362,0.167,0.572,0.721,0.187,6.106,3.395,1.377,0.197,0.909,1.078,1.448,1.111,1.454,61.37876641224395,55.076611902646846,59.08749368731626,28.86964450511421,70.34256815814899,51.29180692467979,37.315053705907346,48.921856805126126,59.779421814248074,39.39372041585186,47.094032729130525,46.85523852445616
900048,izquierdo,184,90,15410000.0,4.0,25,41.0,Europa top occidental,media_tabla,43,951,-268,0.0007526422886089323,0.015096078463640805,AMF,0.988,,,1,0.052,principal_clara,MID,,Second Striker,,,baja,Player_048,Demo Club Interior,1.395,1.05,0.355,0.123,0.107,1.219,0.102,0.132,1.141,1.43,3.49,0.462,1.346,3.646,1.314,0.892,1.311,1.318,0.118,54.512,21.219,10.056,9.388,3.819,5.742,0.105,0.389,0.202,5.739,0.841,1.169,0.557,0.832,2.115,3.884,0.725,0.933,1.081,1.537,1.265,0.985,0.397,0.776,3.324,2.123,0.436,0.227,0.517,0.415,0.394,0.444,0.766,53.01657029927809,67.1411597105795,79.68124515279001,53.37390643651429,33.70363508622768,57.1896210962536,64.96283787625117,55.12314673379493,56.56388068674434,53.56116551606618,51.84972293170724,22.675313573050015
900049,ambidiestro,183,70,820000.0,4.0,27,11.0,Portugal,baja_tabla,39,1386,630,0.00040866998242033336,0.0,DMF,0.942,,,1,0.048,especialista,MID,,Ball Winning Midfielder,,,baja,Player_049,Demo Club Norte,0.342,0.425,0.243,0.134,0.066,0.483,0.25,0.318,1.055,0.158,0.972,0.309,0.608,1.847,0.354,0.268,0.472,0.771,0.101,56.46,27.237,11.563,3.998,2.285,7.287,0.129,0.482,0.103,7.588,1.017,1.088,0.97,1.183,1.452,2.126,1.216,0.49,0.877,1.543,0.352,1.142,0.0,0.324,5.625,3.525,1.107,0.293,0.985,0.764,0.806,0.349,0.635,51.64650255457657,55.88009692960518,63.423892356075314,52.06426090569226,90.61738787200666,52.40635451057008,19.635130598954607,31.135610861876184,75.78001743080344,65.24924708377793,47.26411067579545,51.19914357583409
900050,derecho,181,63,12460000.0,0.5,25,72.0,Europa top occidental,descenso,36,3199,-882,0.0001709315627063054,0.0,CF,0.883,,,1,0.103,principal_clara,ATT,,Mobile Striker,,,baja,Player_050,Demo Club Capital,1.365,1.379,0.377,0.142,0.098,1.251,0.155,0.195,1.112,1.081,2.43,0.475,0.27,1.373,0.774,0.44,0.645,1.045,0.051,36.286,15.563,3.889,4.563,3.465,5.906,0.163,0.429,0.171,6.308,0.741,0.529,0.199,0.442,1.844,2.85,0.293,0.656,0.778,0.89,0.79,1.163,0.818,0.0,0.992,3.577,0.289,0.077,0.147,0.101,-0.037,0.364,0.621,50.24866208891996,57.09522377470422,62.45853035325743,57.66179562928522,51.51478908734914,37.676984953417005,52.92376028046467,41.81914804517687,53.86579090435057,42.802169324027396,37.94183119401332,28.57823165051487
900051,ambidiestro,193,83,5410000.0,2.5,31,5.0,España,champions,80,1656,726,0.0011292418464587943,0.0,DMF,0.881,,,1,0.049,principal_clara,MID,,Ball Winning Midfielder,,,baja,Player_051,Demo Club Mediterráneo,0.453,0.393,0.22,0.07,0.053,0.617,0.13,0.162,1.011,0.483,1.687,0.273,0.641,1.808,0.735,0.647,0.356,1.011,0.053,56.481,20.507,10.358,8.382,1.12,6.22,0.11,0.363,0.103,6.95,0.859,0.263,0.655,0.358,1.149,2.076,0.645,1.204,0.829,1.72,0.168,1.147,0.893,0.176,5.642,4.252,1.456,0.292,1.35,1.438,0.728,1.092,0.28,21.15013085829918,52.304222120636084,64.66811952972094,77.93810282277275,52.15266667642426,37.0426783236511,61.51497012417105,63.29255756026291,51.662969241849524,28.075626644147654,75.42265689916802,53.262986133388225
900052,ambidiestro,183,77,4170000.0,5.0,19,36.0,España,europa,60,1973,-594,0.0006498374075431087,0.0,CB,0.686,DMF,0.157,2,0.111,polivalente,DEF,MID,Sweeper,Deep Lying Playmaker,DMF,alta,Player_052,Demo Club Atlántico,0.211,0.484,0.036,0.079,0.004,0.344,0.05,0.056,0.465,0.246,0.713,0.04,0.328,0.581,0.569,0.232,0.138,0.647,0.024,34.094,7.972,6.49,4.626,0.633,3.512,0.103,0.234,0.088,3.919,0.413,0.246,0.417,0.239,0.452,0.429,0.273,0.0,0.734,0.647,0.358,0.36,0.67,0.339,8.054,4.055,1.463,0.051,1.311,0.913,1.606,1.306,0.235,32.21400977123714,44.695772436580725,53.68476833499973,21.897878354723495,48.88259147235953,65.87985184052556,44.914358495503,40.96038732019316,26.740506798636602,20.796435401375703,62.75672029808469,67.97543491922279
900053,ambidiestro,185,82,16210000.0,1.0,20,83.0,Europa top occidental,media_tabla,49,895,436,0.007634436172224283,0.0,FB,0.84,DMF,0.27,2,0.387,polivalente,DEF,MID,Full Back,Deep Lying Playmaker,DMF,media,Player_053,Demo Club Sur,0.357,0.626,0.209,0.059,0.053,0.549,0.103,0.129,1.012,0.304,2.024,0.262,0.8,1.438,0.641,0.305,0.567,0.849,0.064,33.402,13.449,8.172,6.277,3.202,5.212,0.156,0.403,0.162,5.261,1.214,1.236,0.317,0.848,2.553,3.835,1.171,0.861,1.199,0.56,0.217,1.394,2.452,1.619,5.444,3.756,1.213,0.079,0.983,0.573,1.203,0.713,1.453,43.352685978179025,42.905542402009964,44.00117332292664,55.00044841628341,52.16762905916214,57.331847297746265,43.89245587224576,13.672010423577255,37.54454328325376,65.48673301078078,38.83010665920733,66.4812687607065
900054,derecho,184,74,3260000.0,1.0,26,58.0,África subsahariana,baja_tabla,38,1523,-86,0.000710419795295385,0.043208618197593474,CMF,0.691,DMF,0.129,2,0.034,polivalente,MID,MID,Playmaker,Deep Lying Playmaker,DMF,alta,Player_054,Demo Club Interior,0.826,0.717,0.303,0.145,-0.04,0.901,0.151,0.131,0.745,1.221,2.007,0.263,1.443,2.581,0.538,0.57,0.309,1.154,0.106,60.089,24.837,11.266,8.017,2.932,5.999,0.1,0.413,0.156,6.233,0.955,0.416,1.092,0.789,1.528,2.355,0.761,1.143,1.046,1.655,0.587,1.283,0.999,0.0,3.606,1.167,0.557,0.134,0.477,0.375,0.391,0.97,0.603,32.236372607175795,51.2378896332507,54.837304515577074,68.12186646165384,48.82142316510095,50.992346572228705,45.703529199212504,76.37883837593841,62.595817889271416,72.24664853710047,27.338389338905102,46.849517628464035
900055,ambidiestro,187,72,1530000.0,0.5,29,40.0,Europa top occidental,descenso,28,2620,-338,0.0016849425091018731,0.0,FB,0.911,WF,0.146,2,0.039,polivalente,DEF,ATT,Wing Back,Wide Playmaker,WF,media,Player_055,Demo Club Norte,0.611,0.564,0.173,0.111,0.0,0.444,0.122,0.122,0.776,0.775,1.414,0.173,0.588,1.241,0.562,0.722,0.702,1.054,0.073,42.268,11.517,11.035,8.588,3.043,7.142,0.169,0.272,0.128,7.577,0.569,0.484,1.019,1.329,3.396,3.072,1.145,1.147,0.61,1.051,0.608,1.491,2.147,0.732,6.327,3.39,1.364,0.118,0.756,0.53,0.898,0.808,0.954,56.51179098947405,24.16293838253241,55.30310743540627,17.08505672882184,36.40303792237576,51.19025593544867,55.65176483120387,56.017596273242,31.76396770823489,27.646541580996008,73.32172551553029,68.18344409244325
900056,ambidiestro,175,82,4270000.0,5.0,29,76.0,España,champions,82,2938,-505,0.002019732150503423,0.0,CMF,0.853,,,1,0.093,especialista,MID,,Playmaker,,,baja,Player_056,Demo Club Capital,1.047,0.662,0.356,0.155,0.068,1.489,0.126,0.15,1.044,0.51,2.828,0.424,0.866,1.47,0.809,1.196,0.477,1.016,0.109,62.267,21.67,13.883,10.515,4.805,5.753,0.092,0.348,0.151,6.545,1.033,1.199,0.651,1.297,1.32,2.034,0.939,1.0,1.207,1.403,1.044,0.966,0.692,0.751,3.734,2.669,1.212,0.031,0.859,0.51,0.478,0.904,1.264,52.83298848983529,52.19912480049526,52.998686301716596,29.543613676954614,70.98914033541566,63.19158382099464,62.215074995874744,43.94583574678208,60.76944536134303,47.17109742265138,67.68095086372512,53.31637902826138
900057,izquierdo,174,90,5950000.0,2.5,30,42.0,Portugal,europa,59,1829,1150,0.0006669083975071445,0.0,WF,0.918,,,1,0.108,principal_clara,ATT,,Inside Forward,,,baja,Player_057,Demo Club Mediterráneo,1.106,1.165,0.348,0.083,-0.02,1.584,0.088,0.083,0.824,1.847,3.933,0.328,0.852,2.802,0.884,0.659,1.217,1.491,0.07,52.823,12.475,8.198,7.455,3.829,7.615,0.144,0.236,0.186,7.399,0.941,0.959,1.769,0.823,3.278,5.653,1.076,1.099,0.644,1.198,1.599,1.52,1.464,1.678,4.378,1.364,-0.076,0.038,0.385,0.439,0.393,0.077,1.264,63.92978861323332,39.790109994473674,44.47325413229834,66.15178448270449,36.698491113116724,29.351529498792047,71.17105555028246,48.88537803601769,48.04943959612431,63.1554796939681,61.446489331475455,4.775491220660157
900058,ambidiestro,174,65,460000.0,4.0,26,11.0,Europa resto,media_tabla,48,2193,-449,0.001154099896745454,0.0,FB,0.762,DMF,0.183,2,0.012,polivalente,DEF,MID,Wing Back,Deep Lying Playmaker,DMF,alta,Player_058,Demo Club Atlántico,0.777,0.564,0.23,0.127,0.052,0.35,0.177,0.217,1.007,0.149,1.299,0.282,0.5,1.138,0.26,0.273,0.331,1.257,0.095,41.132,16.229,13.792,3.827,4.611,5.186,0.126,0.395,0.131,5.849,0.68,0.654,0.536,0.898,2.419,4.059,0.781,0.994,0.473,0.631,0.607,2.02,1.933,0.995,5.312,3.873,1.089,0.231,0.552,1.065,0.79,0.956,1.361,36.53463945044365,45.97172743693263,67.58614061036727,55.73078842981282,31.968813041160537,47.18073197692458,50.859330683241886,42.79293725401298,55.97762502019062,41.94616404493691,39.27761983701154,70.57465056593365
900059,ambidiestro,178,82,43030000.0,2.5,20,1.0,Europa top occidental,baja_tabla,42,1429,-790,0.0031994574116040032,0.0,AMF,0.737,CF,0.125,2,0.103,polivalente,MID,ATT,Second Striker,Mobile Striker,CF,alta,Player_059,Demo Club Sur,1.022,1.047,0.342,0.184,-0.001,1.158,0.125,0.125,0.87,0.769,2.737,0.341,1.453,3.443,1.417,1.436,0.48,1.617,0.116,49.098,18.535,12.999,9.345,5.269,6.695,0.136,0.378,0.224,6.775,0.671,1.272,1.373,0.401,2.769,3.37,0.728,1.009,1.586,0.742,0.899,0.952,0.0,0.0,2.214,2.451,0.39,0.265,0.464,0.213,0.789,0.439,0.542,50.57799798458401,68.23603204946522,47.23935556781481,25.826056404467757,48.688295887972004,13.348102255580468,38.87491507356329,50.2325765592558,63.72511751643941,83.95184478639187,32.13991996240367,57.805467659819016
900060,ambidiestro,169,88,9250000.0,5.0,22,7.0,España,descenso,34,2895,1018,0.0061003414146294,0.0,CF,0.933,,,1,0.046,especialista,ATT,,Mobile Striker,,,baja,Player_060,Demo Club Interior,1.383,1.364,0.319,0.119,-0.012,1.808,0.094,0.091,0.832,1.28,3.377,0.307,1.012,1.629,0.405,0.688,0.508,1.423,0.07,48.418,9.03,2.776,7.508,2.752,4.199,0.087,0.187,0.128,4.403,0.594,0.381,0.206,0.445,1.427,2.676,1.044,0.444,0.317,0.487,1.214,1.012,0.0,0.208,2.322,3.622,-0.026,0.016,0.23,0.183,0.337,0.066,0.668,71.62755807732327,76.12150244958515,33.04908246882204,63.342074363668786,33.209885864652506,29.860607450546894,86.86020918951286,36.819011095514384,44.42373267790452,19.274224998554466,33.376603958529266,34.59238263548592
